name,date,Green,Red,NIR,SWIR
1,2015/2/13,0.750151546,0.764041806,0.732884679,0.159592457
1,2015/2/14,0.755016466,0.766431288,0.734700818,0.156387699
1,2015/2/15,0.759159712,0.770539515,0.736883094,0.152867905
1,2015/2/16,0.768085845,0.776477119,0.743918902,0.147513356
1,2015/2/17,0.768984969,0.778413669,0.744589388,0.156521983
1,2015/2/18,0.765867224,0.775179382,0.741003763,0.159730214
1,2015/2/19,0.767659838,0.77669739,0.743919827,0.165956658
1,2015/2/20,0.766097948,0.775559572,0.741460746,0.164975242
1,2015/2/21,0.765221302,0.773156779,0.739369581,0.159142497
1,2015/2/22,0.76457452,0.774141799,0.740216582,0.153006684
1,2015/2/23,0.760168138,0.770660726,0.736811431,0.149531058
1,2015/2/24,0.75896035,0.770531279,0.735535753,0.145553014
1,2015/2/25,0.751278857,0.764652024,0.728978672,0.13981646
